timestamp,views,vph
2026-05-16T16:11:40.253520Z,360092,0.0
2026-05-16T17:14:01.102993Z,2219311,1789216.2
2026-05-16T18:07:23.253173Z,3316450,1233452.6
2026-05-16T19:31:48.157899Z,5942509,1866533.1
2026-05-16T20:26:57.821576Z,7779447,1998081.2
2026-05-16T21:10:49.419021Z,9019833,1696836.1
2026-05-16T22:04:18.124378Z,10350847,1493328.3
2026-05-16T23:07:06.443805Z,12047284,1620662.3
2026-05-17T00:07:17.413835Z,13440754,1389236.7
2026-05-17T04:20:44.851448Z,18102923,1103657.9
2026-05-17T07:21:28.320029Z,21476026,1119860.4
2026-05-17T09:18:20.485133Z,23597834,1089322.4
2026-05-17T10:48:45.710877Z,25014689,940178.0
2026-05-17T11:57:32.829092Z,26128758,971779.4
2026-05-17T13:19:51.132340Z,27286150,843733.4
2026-05-17T14:42:32.020825Z,28452404,846323.1
2026-05-17T15:43:58.365189Z,29551236,1073094.3
2026-05-17T16:39:17.548183Z,30405798,926861.6
2026-05-17T17:40:58.853719Z,31475139,1040072.9
2026-05-17T18:42:59.048405Z,32409012,903700.8
2026-05-17T19:50:09.176008Z,33426823,909182.0
2026-05-17T20:41:43.402695Z,34108120,792659.8
2026-05-17T21:38:09.815453Z,34782708,717135.5
2026-05-17T22:35:39.859821Z,35381787,625117.9
2026-05-17T23:39:55.721526Z,35976396,555152.8
2026-05-18T01:34:35.441810Z,36884535,475208.3
2026-05-18T05:57:21.448352Z,38562500,383145.5
2026-05-18T10:00:46.844820Z,39986856,351081.3
2026-05-18T13:59:18.015617Z,41478326,375181.9
2026-05-18T16:49:20.343841Z,42715322,436487.2
2026-05-18T18:27:56.127470Z,43606920,542574.4
2026-05-18T20:12:44.871207Z,44364998,433962.8
2026-05-18T21:37:48.857469Z,44944327,408618.7
2026-05-18T22:38:50.513099Z,45291880,341700.8
2026-05-18T23:44:18.759965Z,45671795,348169.1
2026-05-19T01:48:57.289889Z,46224664,266139.0
2026-05-19T06:01:50.764543Z,47292521,253355.6
2026-05-19T10:05:31.930787Z,48614169,325414.0
2026-05-19T13:29:54.136982Z,49841128,360216.8
2026-05-19T16:38:01.109531Z,50981531,363733.6
2026-05-19T18:26:00.156381Z,51524461,301672.2
2026-05-19T20:11:43.212186Z,51996083,267669.0
2026-05-19T21:44:38.645817Z,52380594,248274.8
2026-05-19T22:49:19.705556Z,52614032,216532.8
2026-05-19T23:57:55.230539Z,52825337,184836.2
2026-05-20T03:36:22.084745Z,53437731,168203.5
2026-05-20T07:02:28.577490Z,53964289,153285.9
2026-05-20T10:29:18.549344Z,54436599,137012.1
2026-05-20T12:42:15.624476Z,54725091,130194.5
2026-05-20T16:17:22.234551Z,55243306,144544.1
2026-05-20T18:38:43.912646Z,55614435,157523.6
2026-05-20T20:53:46.484662Z,55937300,143450.0
